WKT;FID
"POINT (116.438082 39.985063)";5460
"POINT (116.448438 39.979647)";5461
"POINT (116.448438 39.979647)";5462
"POINT (116.45924 39.972597)";5463
"POINT (116.45924 39.972597)";5464
"POINT (116.4686 39.966478)";5465
"POINT (116.4686 39.966478)";5466
"POINT (116.477527 39.96054)";5467
"POINT (116.477527 39.96054)";5468
"POINT (116.483322 39.95245)";5469
"POINT (116.483322 39.95245)";5470
"POINT (116.483822 39.942918)";5471
"POINT (116.483822 39.942918)";5472
"POINT (116.483738 39.93329)";5473
"POINT (116.483738 39.93329)";5474
"POINT (116.483727 39.924)";5475
"POINT (116.483727 39.924)";5476
"POINT (116.48371 39.914567)";5477
"POINT (116.48371 39.914567)";5478
"POINT (116.48371 39.905397)";5479
"POINT (116.48371 39.905397)";5480
"POINT (116.48372 39.895652)";5481
"POINT (116.48372 39.895652)";5482
"POINT (116.483633 39.885778)";5483
"POINT (116.483633 39.885778)";5484
"POINT (116.483495 39.875572)";5485
"POINT (116.480977 39.869515)";5486
"POINT (116.480977 39.869515)";5487
"POINT (116.495063 39.869612)";5488
"POINT (116.495063 39.869612)";5489
"POINT (116.506885 39.869208)";5490
"POINT (116.506885 39.869208)";5491
"POINT (116.519737 39.868677)";5492
"POINT (116.519737 39.868677)";5493
"POINT (116.532332 39.868153)";5494
"POINT (116.532332 39.868153)";5495
"POINT (116.546478 39.86763)";5496
"POINT (116.546478 39.86763)";5497
"POINT (116.558328 39.866968)";5498
"POINT (116.566583 39.86667)";5499
"POINT (116.567862 39.861478)";5500
"POINT (116.567505 39.864247)";5501
"POINT (116.568062 39.868827)";5502
"POINT (116.568468 39.867605)";5503
"POINT (116.568468 39.867605)";5504
"POINT (116.55425 39.867492)";5505
"POINT (116.55425 39.867492)";5506
"POINT (116.540203 39.868092)";5507
"POINT (116.540203 39.868092)";5508
"POINT (116.527887 39.868528)";5509
"POINT (116.527887 39.868528)";5510
"POINT (116.514545 39.86905)";5511
"POINT (116.514545 39.86905)";5512
"POINT (116.50047 39.86956)";5513
"POINT (116.50047 39.86956)";5514
"POINT (116.488703 39.86999)";5515
"POINT (116.483828 39.872297)";5516
"POINT (116.483828 39.872297)";5517
"POINT (116.483743 39.88144)";5518
"POINT (116.483743 39.88144)";5519
"POINT (116.48368 39.890502)";5520
"POINT (116.48368 39.890502)";5521
"POINT (116.483692 39.899802)";5522
"POINT (116.483692 39.899802)";5523
"POINT (116.483753 39.909158)";5524
"POINT (116.483753 39.909158)";5525
"POINT (116.48374 39.920003)";5526
"POINT (116.48374 39.920003)";5527
"POINT (116.483828 39.929325)";5528
"POINT (116.483828 39.929325)";5529
"POINT (116.483928 39.938693)";5530
"POINT (116.483928 39.938693)";5531
"POINT (116.483905 39.949288)";5532
"POINT (116.483905 39.949288)";5533
"POINT (116.480478 39.958137)";5534
"POINT (116.480478 39.958137)";5535
"POINT (116.471938 39.964365)";5536
"POINT (116.471938 39.964365)";5537
"POINT (116.462668 39.970457)";5538
"POINT (116.462668 39.970457)";5539
"POINT (116.453407 39.97648)";5540
"POINT (116.453407 39.97648)";5541
"POINT (116.443353 39.983032)";5542
"POINT (116.443353 39.983032)";5543
"POINT (116.431137 39.987805)";5544
"POINT (116.431137 39.987805)";5545
"POINT (116.41816 39.987555)";5546
"POINT (116.41816 39.987555)";5547
"POINT (116.40476 39.987165)";5548
"POINT (116.40476 39.987165)";5549
"POINT (116.392142 39.986855)";5550
"POINT (116.392142 39.986855)";5551
"POINT (116.378873 39.98653)";5552
"POINT (116.378873 39.98653)";5553
"POINT (116.365233 39.986052)";5554
"POINT (116.365233 39.986052)";5555
"POINT (116.351368 39.98571)";5556
"POINT (116.351368 39.98571)";5557
"POINT (116.339237 39.985437)";5558
"POINT (116.339237 39.985437)";5559
"POINT (116.327312 39.98498)";5560
"POINT (116.327312 39.98498)";5561
"POINT (116.314037 39.984558)";5562
"POINT (116.31048 39.984432)";5563
"POINT (116.310293 39.981405)";5564
"POINT (116.310355 39.979553)";5565
"POINT (116.307777 39.983167)";5566
"POINT (116.310462 39.979495)";5567
"POINT (116.310007 39.983865)";5568
"POINT (116.310007 39.983865)";5569
"POINT (116.29786 39.983842)";5570
"POINT (116.29786 39.983842)";5571
"POINT (116.286128 39.980653)";5572
"POINT (116.286128 39.980653)";5573
"POINT (116.277138 39.972922)";5574
"POINT (116.277138 39.972922)";5575
"POINT (116.268435 39.965883)";5576
"POINT (116.268435 39.965883)";5577
"POINT (116.269583 39.955178)";5578
"POINT (116.269583 39.955178)";5579
"POINT (116.268465 39.944607)";5580
"POINT (116.268465 39.944607)";5581
"POINT (116.268205 39.935057)";5582
"POINT (116.268205 39.935057)";5583
"POINT (116.269207 39.924625)";5584
"POINT (116.269207 39.924625)";5585
"POINT (116.268332 39.914182)";5586
"POINT (116.268332 39.914182)";5587
"POINT (116.267922 39.90389)";5588
"POINT (116.267922 39.90389)";5589
"POINT (116.267893 39.894618)";5590
"POINT (116.267893 39.894618)";5591
"POINT (116.268135 39.885392)";5592
"POINT (116.268135 39.885392)";5593
"POINT (116.27139 39.875895)";5594
"POINT (116.27139 39.875895)";5595
"POINT (116.276513 39.866397)";5596
"POINT (116.276513 39.866397)";5597
"POINT (116.276793 39.857227)";5598
"POINT (116.276793 39.857227)";5599
"POINT (116.277493 39.847028)";5600
"POINT (116.280097 39.83935)";5601
"POINT (116.280097 39.83935)";5602
"POINT (116.291838 39.841305)";5603
"POINT (116.294625 39.840472)";5604
"POINT (116.29469 39.84002)";5605
"POINT (116.302723 39.837655)";5606
"POINT (116.30258 39.835332)";5607
"POINT (116.298888 39.834895)";5608
"POINT (116.300755 39.834093)";5609
"POINT (116.30145 39.834373)";5610
"POINT (116.302595 39.835148)";5611
"POINT (116.302797 39.837462)";5612
"POINT (116.304772 39.836415)";5613
"POINT (116.304772 39.836415)";5614
"POINT (116.293795 39.840828)";5615
"POINT (116.293795 39.840828)";5616
"POINT (116.281703 39.839697)";5617
"POINT (116.279858 39.839017)";5618
"POINT (116.279858 39.839017)";5619
"POINT (116.283433 39.830257)";5620
"POINT (116.284125 39.829347)";5621
"POINT (116.284125 39.829347)";5622
"POINT (116.284083 39.820142)";5623
"POINT (116.284083 39.820142)";5624
"POINT (116.285635 39.810033)";5625
"POINT (116.286997 39.807082)";5626
"POINT (116.279513 39.804073)";5627
"POINT (116.283338 39.797622)";5628
"POINT (116.284707 39.796003)";5629
"POINT (116.28394 39.795352)";5630
"POINT (116.284273 39.794145)";5631
"POINT (116.286788 39.794807)";5632
"POINT (116.284603 39.79382)";5633
"POINT (116.283917 39.795435)";5634
"POINT (116.28471 39.796295)";5635
"POINT (116.279232 39.804098)";5636
"POINT (116.272377 39.801905)";5637
"POINT (116.272377 39.800873)";5638
"POINT (116.271277 39.800978)";5639
"POINT (116.278792 39.802773)";5640
"POINT (116.278408 39.803818)";5641
"POINT (116.285148 39.806145)";5642
"POINT (116.290322 39.807577)";5643
"POINT (116.287453 39.807085)";5644
"POINT (116.287453 39.807085)";5645
"POINT (116.28433 39.816088)";5646
"POINT (116.28433 39.816088)";5647
"POINT (116.283863 39.825183)";5648
"POINT (116.284938 39.83046)";5649
"POINT (116.284938 39.83046)";5650
"POINT (116.280023 39.839978)";5651
"POINT (116.280023 39.839978)";5652
"POINT (116.277575 39.849893)";5653
"POINT (116.277575 39.849893)";5654
"POINT (116.277037 39.85922)";5655
"POINT (116.277037 39.85922)";5656
"POINT (116.274997 39.868927)";5657
"POINT (116.274997 39.868927)";5658
"POINT (116.270958 39.877423)";5659
"POINT (116.270958 39.877423)";5660
"POINT (116.268115 39.887697)";5661
"POINT (116.268115 39.887697)";5662
"POINT (116.268065 39.897405)";5663
"POINT (116.268065 39.897405)";5664
"POINT (116.26818 39.907975)";5665
"POINT (116.26818 39.907975)";5666
"POINT (116.269158 39.917398)";5667
"POINT (116.269158 39.917398)";5668
"POINT (116.269357 39.927388)";5669
"POINT (116.269357 39.927388)";5670
"POINT (116.268343 39.937393)";5671
"POINT (116.268343 39.937393)";5672
"POINT (116.269123 39.947645)";5673
"POINT (116.269123 39.947645)";5674
"POINT (116.269623 39.956762)";5675
"POINT (116.269623 39.956762)";5676
"POINT (116.268698 39.966468)";5677
"POINT (116.268698 39.966468)";5678
"POINT (116.277765 39.973173)";5679
"POINT (116.277765 39.973173)";5680
"POINT (116.286467 39.980737)";5681
"POINT (116.286467 39.980737)";5682
"POINT (116.297573 39.983805)";5683
"POINT (116.30735 39.983938)";5684
"POINT (116.30949 39.983988)";5685
"POINT (116.194378 39.913665)";5686
"POINT (116.30949 39.983995)";5687
"POINT (116.308755 39.984725)";5688
"POINT (116.308755 39.984725)";5689
"POINT (116.294262 39.985462)";5690
"POINT (116.294262 39.985462)";5691
"POINT (116.22489 39.93639)";5692
"POINT (116.22489 39.93639)";5693
"POINT (116.20519 39.921935)";5694
"POINT (116.2558 39.981135)";5695
"POINT (116.255743 39.981253)";5696
"POINT (116.25581 39.981132)";5697
"POINT (116.25581 39.981132)";5698
"POINT (116.229542 39.962977)";5699
"POINT (116.229542 39.962977)";5700
"POINT (116.255685 39.980992)";5701
"POINT (116.255675 39.980753)";5702
"POINT (116.256255 39.98157)";5703
"POINT (116.256255 39.98157)";5704
"POINT (116.275717 39.998493)";5705
"POINT (116.278085 39.997685)";5706
"POINT (116.278085 39.997685)";5707
"POINT (116.266907 39.99022)";5708
"POINT (116.26492 39.987122)";5709
"POINT (116.265777 39.986618)";5710
"POINT (116.26529 39.984855)";5711
"POINT (116.256593 39.980803)";5712
"POINT (116.25638 39.981733)";5713
"POINT (116.25638 39.981733)";5714
"POINT (117.871705 39.20041)";5715
"POINT (117.871705 39.20041)";5716
"POINT (117.886197 39.195737)";5717
"POINT (117.886197 39.195737)";5718
"POINT (117.901153 39.191095)";5719
"POINT (117.901153 39.191095)";5720
"POINT (117.922017 39.18537)";5721
"POINT (117.922017 39.18537)";5722
"POINT (117.9345 39.182577)";5723
"POINT (117.9345 39.182577)";5724
"POINT (117.959818 39.184835)";5725
"POINT (117.959818 39.184835)";5726
"POINT (117.957427 39.195585)";5727
"POINT (117.957427 39.195585)";5728
"POINT (117.958722 39.205583)";5729
"POINT (117.962113 39.209125)";5730
"POINT (117.962113 39.209125)";5731
"POINT (117.927783 39.242055)";5732
"POINT (117.927783 39.242055)";5733
"POINT (117.910865 39.254353)";5734
"POINT (117.910865 39.254353)";5735
"POINT (117.899615 39.262335)";5736
"POINT (117.899615 39.262335)";5737
"POINT (117.889513 39.269138)";5738
"POINT (117.889513 39.269138)";5739
"POINT (117.880662 39.276755)";5740
"POINT (117.880662 39.276755)";5741
"POINT (117.871658 39.284398)";5742
"POINT (117.871658 39.284398)";5743
"POINT (117.867163 39.29291)";5744
"POINT (117.865248 39.295347)";5745
"POINT (117.86591 39.296608)";5746
"POINT (117.86591 39.296608)";5747
"POINT (117.877935 39.296015)";5748
"POINT (117.877935 39.296015)";5749
"POINT (117.890455 39.294012)";5750
"POINT (117.890455 39.294012)";5751
"POINT (117.902243 39.291758)";5752
"POINT (117.902243 39.291758)";5753
"POINT (117.915877 39.288918)";5754
"POINT (117.915877 39.288918)";5755
"POINT (117.929852 39.285685)";5756
"POINT (117.929852 39.285685)";5757
"POINT (117.943932 39.2818)";5758
"POINT (117.943932 39.2818)";5759
"POINT (117.955992 39.278255)";5760
"POINT (117.955992 39.278255)";5761
"POINT (117.969065 39.274287)";5762
"POINT (117.969065 39.274287)";5763
"POINT (117.981252 39.270652)";5764
"POINT (117.981252 39.270652)";5765
"POINT (117.993425 39.267588)";5766
"POINT (117.996203 39.267527)";5767
"POINT (117.996203 39.267527)";5768
"POINT (117.992963 39.287612)";5769
"POINT (117.992132 39.294083)";5770
"POINT (117.992132 39.294083)";5771
"POINT (116.255767 39.981253)";5772
"POINT (116.256125 39.972532)";5773
"POINT (116.30793 39.980127)";5774
"POINT (116.256125 39.972532)";5775
"POINT (116.268377 39.9689)";5776
"POINT (116.270267 39.968105)";5777
"POINT (116.269482 39.967095)";5778
"POINT (116.269482 39.967095)";5779
"POINT (116.279555 39.97425)";5780
"POINT (116.279555 39.97425)";5781
"POINT (116.287942 39.981747)";5782
"POINT (116.287942 39.981747)";5783
"POINT (116.30074 39.983762)";5784
"POINT (116.305885 39.983678)";5785
"POINT (116.306157 39.982623)";5786
"POINT (116.310202 39.983627)";5787
"POINT (116.310617 39.977053)";5788
"POINT (116.311182 39.975065)";5789
"POINT (116.310758 39.979363)";5790
"POINT (116.312398 39.979558)";5791
"POINT (116.308282 39.982863)";5792
"POINT (116.319245 39.994322)";5793
"POINT (116.308205 39.982822)";5794
"POINT (116.308973 39.981222)";5795
"POINT (116.310465 39.981098)";5796
"POINT (116.310465 39.981098)";5797
"POINT (116.312573 39.971745)";5798
"POINT (116.314768 39.965952)";5799
"POINT (116.314768 39.965952)";5800
"POINT (116.30395 39.961812)";5801
"POINT (116.302097 39.960107)";5802
"POINT (116.302097 39.960107)";5803
"POINT (116.303347 39.950717)";5804
"POINT (116.303347 39.950717)";5805
"POINT (116.30389 39.940408)";5806
"POINT (116.30389 39.940408)";5807
"POINT (116.303982 39.931332)";5808
"POINT (116.303982 39.931332)";5809
"POINT (116.303995 39.921215)";5810
"POINT (116.303995 39.921215)";5811
"POINT (116.304042 39.912037)";5812
"POINT (116.303847 39.905073)";5813
"POINT (116.30189 39.905315)";5814
"POINT (116.302172 39.906115)";5815
"POINT (116.302172 39.906115)";5816
"POINT (116.314033 39.906108)";5817
"POINT (116.317717 39.906072)";5818
"POINT (116.318603 39.905008)";5819
"POINT (116.318478 39.901197)";5820
"POINT (116.317483 39.900643)";5821
"POINT (116.317583 39.899218)";5822
"POINT (116.315377 39.899127)";5823
"POINT (116.314752 39.896023)";5824
"POINT (116.303442 39.895913)";5825
"POINT (116.30379 39.89692)";5826
"POINT (116.30379 39.89692)";5827
"POINT (116.304215 39.887358)";5828
"POINT (116.304215 39.887358)";5829
"POINT (116.304945 39.878158)";5830
"POINT (116.304945 39.878158)";5831
"POINT (116.306027 39.86841)";5832
"POINT (116.306027 39.86841)";5833
"POINT (116.308308 39.8595)";5834
"POINT (116.308308 39.8595)";5835
"POINT (116.314955 39.85201)";5836
"POINT (116.314955 39.85201)";5837
"POINT (116.326533 39.847632)";5838
"POINT (116.326533 39.847632)";5839
"POINT (116.338355 39.848027)";5840
"POINT (116.338355 39.848027)";5841
"POINT (116.350442 39.851297)";5842
"POINT (116.350442 39.851297)";5843
"POINT (116.361573 39.85439)";5844
"POINT (116.361573 39.85439)";5845
"POINT (116.37363 39.855703)";5846
"POINT (116.37363 39.855703)";5847
"POINT (116.386448 39.855617)";5848
"POINT (116.386448 39.855617)";5849
"POINT (116.39914 39.855583)";5850
"POINT (116.39914 39.855583)";5851
"POINT (116.411568 39.85567)";5852
"POINT (116.411568 39.85567)";5853
"POINT (116.42362 39.85691)";5854
"POINT (116.425063 39.857272)";5855
"POINT (116.418678 39.85679)";5856
"POINT (116.418705 39.857743)";5857
"POINT (116.418705 39.857743)";5858
"POINT (116.419237 39.844342)";5859
"POINT (116.419237 39.844342)";5860
"POINT (116.42071 39.82432)";5861
"POINT (116.42071 39.82432)";5862
"POINT (116.418675 39.85585)";5863
"POINT (116.418675 39.855827)";5864
"POINT (116.419403 39.849698)";5865
"POINT (116.418775 39.847065)";5866
"POINT (116.41921 39.850193)";5867
"POINT (116.418455 39.849113)";5868
"POINT (116.418185 39.85599)";5869
"POINT (116.41499 39.85564)";5870
"POINT (116.412265 39.856672)";5871
"POINT (116.412265 39.856672)";5872
"POINT (116.399712 39.855702)";5873
"POINT (116.399712 39.855702)";5874
"POINT (116.386468 39.855662)";5875
"POINT (116.386468 39.855662)";5876
"POINT (116.374682 39.85576)";5877
"POINT (116.374682 39.85576)";5878
"POINT (116.36304 39.854902)";5879
"POINT (116.36304 39.854902)";5880
"POINT (116.351228 39.851602)";5881
"POINT (116.351228 39.851602)";5882
"POINT (116.339822 39.849193)";5883
"POINT (116.338273 39.84826)";5884
"POINT (116.338273 39.84826)";5885
"POINT (116.33959 39.839238)";5886
"POINT (116.33886 39.831055)";5887
"POINT (116.33886 39.831055)";5888
"POINT (116.326625 39.829338)";5889
"POINT (116.326625 39.829338)";5890
"POINT (116.314927 39.829322)";5891
"POINT (116.314927 39.829322)";5892
"POINT (116.30159 39.829383)";5893
"POINT (116.30159 39.829383)";5894
"POINT (116.288382 39.82946)";5895
"POINT (116.284735 39.83031)";5896
"POINT (116.284735 39.83031)";5897
"POINT (116.28402 39.82011)";5898
"POINT (116.28402 39.82011)";5899
"POINT (116.285257 39.81087)";5900
"POINT (116.287077 39.806913)";5901
"POINT (116.279583 39.803858)";5902
"POINT (116.28476 39.796178)";5903
"POINT (116.283905 39.795323)";5904
"POINT (116.284473 39.79383)";5905
"POINT (116.286907 39.794832)";5906
"POINT (116.284463 39.79383)";5907
"POINT (116.283933 39.795547)";5908
"POINT (116.28453 39.796315)";5909
"POINT (116.283345 39.798675)";5910
"POINT (116.279695 39.804145)";5911
"POINT (116.287043 39.806842)";5912
"POINT (116.287043 39.806842)";5913
"POINT (116.284328 39.815717)";5914
"POINT (116.284328 39.815717)";5915
"POINT (116.28382 39.82488)";5916
"POINT (116.283712 39.828707)";5917
"POINT (116.284943 39.830495)";5918
"POINT (116.284943 39.830495)";5919
"POINT (116.280338 39.838947)";5920
"POINT (116.280338 39.838947)";5921
"POINT (116.27764 39.848797)";5922
"POINT (116.27764 39.848797)";5923
"POINT (116.276945 39.857957)";5924
"POINT (116.276945 39.857957)";5925
"POINT (116.275405 39.868227)";5926
"POINT (116.275405 39.868227)";5927
"POINT (116.270747 39.878117)";5928
"POINT (116.270747 39.878117)";5929
"POINT (116.268092 39.887363)";5930
"POINT (116.268092 39.887363)";5931
"POINT (116.268105 39.896998)";5932
"POINT (116.268105 39.896998)";5933
"POINT (116.267997 39.907625)";5934
"POINT (116.267997 39.907625)";5935
"POINT (116.26907 39.916995)";5936
"POINT (116.26907 39.916995)";5937
"POINT (116.269287 39.926425)";5938
"POINT (116.269287 39.926425)";5939
"POINT (116.2684 39.935462)";5940
"POINT (116.2684 39.935462)";5941
"POINT (116.26865 39.944733)";5942
"POINT (116.26865 39.944733)";5943
"POINT (116.269823 39.95459)";5944
"POINT (116.269823 39.95459)";5945
"POINT (116.268815 39.963575)";5946
"POINT (116.268815 39.963575)";5947
"POINT (116.275313 39.971928)";5948
"POINT (116.275313 39.971928)";5949
"POINT (116.285138 39.979475)";5950
"POINT (116.285138 39.979475)";5951
"POINT (116.295997 39.983628)";5952
"POINT (116.306138 39.983875)";5953
"POINT (116.307463 39.983637)";5954
"POINT (116.307463 39.983637)";5955
"POINT (116.31603 39.99233)";5956
"POINT (116.31045 39.980325)";5957
"POINT (116.306162 39.979037)";5958
"POINT (116.310493 39.976953)";5959
"POINT (116.31096 39.975332)";5960
"POINT (116.31096 39.975332)";5961
"POINT (116.314753 39.966423)";5962
"POINT (116.31518 39.96575)";5963
"POINT (116.31518 39.96575)";5964
"POINT (116.327468 39.966155)";5965
"POINT (116.327468 39.966155)";5966
"POINT (116.339198 39.966253)";5967
"POINT (116.339198 39.966253)";5968
"POINT (116.351098 39.966345)";5969
"POINT (116.351098 39.966345)";5970
"POINT (116.363573 39.966445)";5971
"POINT (116.363573 39.966445)";5972
"POINT (116.375455 39.966722)";5973
"POINT (116.375455 39.966722)";5974
"POINT (116.3873 39.966498)";5975
"POINT (116.388287 39.966443)";5976
"POINT (116.388492 39.959898)";5977
"POINT (116.388492 39.959898)";5978
"POINT (116.38904 39.950723)";5979
"POINT (116.38919 39.94782)";5980
"POINT (116.38919 39.94782)";5981
"POINT (116.400978 39.94749)";5982
"POINT (116.410293 39.947517)";5983
"POINT (116.41032 39.946838)";5984
"POINT (116.41042 39.944477)";5985
"POINT (116.410502 39.947737)";5986
"POINT (116.410502 39.947737)";5987
